ID,Split,Sample_ID,problem_id,Prompt,Target
28,eval,28,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [93, 26, 29], create an equation that equals 96. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",96
29,eval,29,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [28, 44, 2], create an equation that equals 36. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",36
30,eval,30,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [33, 4, 2, 59], create an equation that equals 98. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",98
31,eval,31,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [56, 83, 90], create an equation that equals 63. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",63
32,eval,32,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [39, 24, 76], create an equation that equals 13. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",13
33,eval,33,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [33, 4, 57, 67], create an equation that equals 92. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",92
34,eval,34,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [7, 54, 6, 41], create an equation that equals 94. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",94
35,eval,35,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [14, 55, 97, 21], create an equation that equals 28. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",28
36,eval,36,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [58, 69, 68, 46], create an equation that equals 33. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",33
37,eval,37,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [18, 73, 13], create an equation that equals 78. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",78
38,eval,38,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [31, 11, 77], create an equation that equals 24. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",24
39,eval,39,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [67, 1, 41, 25], create an equation that equals 83. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",83
40,eval,40,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [25, 42, 13, 83], create an equation that equals 53. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",53
41,eval,41,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [26, 28, 24], create an equation that equals 22. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",22
42,eval,42,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [85, 64, 44], create an equation that equals 65. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",65
43,eval,43,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [25, 35, 35], create an equation that equals 26. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",26
44,eval,44,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [45, 63, 58], create an equation that equals 50. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",50
45,eval,45,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [19, 25, 80, 60], create an equation that equals 14. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",14
46,eval,46,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [41, 30, 9], create an equation that equals 80. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",80
47,eval,47,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [27, 19, 16, 60], create an equation that equals 90. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",90
48,eval,48,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [15, 16, 45], create an equation that equals 76. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",76
49,eval,49,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [44, 44, 48, 27], create an equation that equals 38. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",38
50,eval,50,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [15, 23, 57], create an equation that equals 19. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",19
51,eval,51,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [25, 76, 9, 19], create an equation that equals 61. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",61
52,eval,52,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [66, 78, 4, 81], create an equation that equals 65. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",65
53,eval,53,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [86, 28, 37], create an equation that equals 77. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",77
54,eval,54,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [12, 5, 18, 82], create an equation that equals 58. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",58
55,eval,55,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [53, 20, 19, 17], create an equation that equals 37. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",37
56,eval,56,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [12, 84, 98], create an equation that equals 91. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",91
57,eval,57,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [2, 25, 79, 17], create an equation that equals 100. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",100
58,eval,58,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [50, 90, 53, 72], create an equation that equals 36. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",36
59,eval,59,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [57, 91, 15, 9], create an equation that equals 83. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",83
60,eval,60,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [2, 37, 5], create an equation that equals 47. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",47
61,eval,61,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [9, 28, 23], create an equation that equals 45. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",45
62,eval,62,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [54, 14, 3], create an equation that equals 32. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",32
63,eval,63,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [8, 15, 77], create an equation that equals 100. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",100
64,eval,64,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [3, 72, 39], create an equation that equals 59. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",59
65,eval,65,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [99, 79, 42], create an equation that equals 62. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",62
66,eval,66,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [84, 94, 31], create an equation that equals 41. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",41
67,eval,67,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [38, 51, 30], create an equation that equals 43. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",43
68,eval,68,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [41, 98, 43], create an equation that equals 96. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",96
69,eval,69,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [99, 6, 94, 81], create an equation that equals 15. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",15
70,eval,70,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [74, 39, 66, 81], create an equation that equals 71. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",71
71,eval,71,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [78, 5, 97], create an equation that equals 24. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",24
72,eval,72,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [29, 5, 41], create an equation that equals 14. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",14
73,eval,73,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [89, 71, 18], create an equation that equals 36. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",36
74,eval,74,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [58, 37, 35], create an equation that equals 29. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",29
75,eval,75,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [46, 41, 37, 10], create an equation that equals 14. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",14
76,eval,76,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [76, 38, 95], create an equation that equals 57. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",57
77,eval,77,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [53, 66, 55, 12], create an equation that equals 30. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",30
78,eval,78,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [34, 76, 99], create an equation that equals 11. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",11
79,eval,79,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [80, 34, 76, 54], create an equation that equals 24. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",24
80,eval,80,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [98, 58, 47, 33], create an equation that equals 26. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",26
81,eval,81,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [4, 96, 74], create an equation that equals 26. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",26
82,eval,82,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [17, 2, 68, 41], create an equation that equals 35. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",35
83,eval,83,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [1, 38, 21], create an equation that equals 59. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",59
84,eval,84,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [71, 15, 13, 58], create an equation that equals 66. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",66
85,eval,85,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [69, 53, 62], create an equation that equals 60. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",60
86,eval,86,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [88, 66, 20], create an equation that equals 15. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",15
87,eval,87,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [85, 26, 26], create an equation that equals 86. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",86
88,eval,88,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [22, 12, 19], create an equation that equals 29. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",29
89,eval,89,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [23, 2, 69, 24], create an equation that equals 22. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",22
90,eval,90,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [67, 65, 87, 38], create an equation that equals 83. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",83
91,eval,91,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [26, 14, 52], create an equation that equals 16. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",16
92,eval,92,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [95, 34, 17, 84], create an equation that equals 53. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",53
93,eval,93,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [16, 26, 73, 10], create an equation that equals 72. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",72
94,eval,94,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [19, 17, 74, 32], create an equation that equals 78. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",78
95,eval,95,,"<｜begin▁of▁sentence｜><｜User｜>Using the numbers [79, 79, 81, 71], create an equation that equals 87. You can use basic arithmetic operations (+, -, *, /) and each number can only be used once. Show your work in <think> </think> tags. And return the final answer in <answer> </answer> tags, for example <answer> (1 + 2) / 3 </answer>.",87
